用户id,用户名,种子id,标题,小标题,体积,发布组,分类,分辨率,多集,新合集,旧合集,双语,NF,发布时间,单种工资,备注,总魔力,更新时间
91836,大胖子,136058,In Youth 2019 WEB-DL 4k H265 AAC-HDSWEB,趁我们还年轻 全38集 | 主演: 张云龙 乔欣,41.72GB,HDSWEB,剧集（合集）,4k/2160p,,,38,,,2020-05-10 19:15:00,57000,,,2020-05-11 23:47:42.263363
91836,大胖子,136126,Tong Xue Liang Yi Sui 2018 WEB-DL 1080p H264 AAC-HDSWEB,同学两亿岁 全24集 | 主演: 朱致灵 李庚希,13.9GB,HDSWEB合集专用,剧集（合集）,2K/1080p,,,24,,,2020-05-11 10:55:26,24000,,,2020-05-11 23:47:42.263363
91836,大胖子,136141,Mu Qin Mu Qin 2012 WEB-DL 1080p H264 AAC-HDSWEB,"母亲,母亲 全36集 | 主演: 斯琴高娃 袁莉 胡亚捷",19.35GB,HDSWEB合集专用,剧集（合集）,2K/1080p,,,36,,,2020-05-11 12:08:27,36000,,,2020-05-11 23:47:42.263363
91836,大胖子,136153,The Glorious Era 2019 WEB-DL 1080p H264 AAC-HDSWEB,光荣时代 全46集 | 主演: 张译 黄志忠 潘之琳 薛佳凝,20.5GB,HDSWEB合集专用,剧集（合集）,2K/1080p,,,46,,,2020-05-11 15:23:28,46000,,,2020-05-11 23:47:42.263363
91836,大胖子,136172,The Patriot Yue Fei 2013 WEB-DL 1080p H264 AAC-HDSWEB,精忠岳飞 全69集丨主演: 黄晓明 林心如 罗嘉良 邵兵 吴秀波,48.29GB,HDSWEB合集专用,剧集（合集）,2K/1080p,,,69,,,2020-05-11 19:16:21,69000,,,2020-05-11 23:47:42.263363
91836,大胖子,,,,,,,,,,,,,,,,500500,
89738,heimeiqiu,134952,The Starry 2020 WEB-DL 1080p H264 AAC-HDSWEB,抬头有星光 / 假面娇妻 / 曼陀花开 全40集 | 主演: 牛子藩 刘佳,20.41GB,HDSWEB,剧集（合集）,2K/1080p,,,40,,,2020-05-01 18:24:42,40000,,,2020-05-11 23:47:43.640048
89738,heimeiqiu,134961,The Sleuth of The Ming Dynasty 2020 WEB-DL 4k H265 AAC-HDSWEB,成化十四年 第41-42集  | 主演: 官鸿 傅孟柏 刘耀元 毛毅 王茂蕾,2.33GB,HDSWEB,电视剧分集,4k/2160p,2,,,,,2020-05-01 20:31:08,4000,,,2020-05-11 23:47:43.641047
89738,heimeiqiu,134962,The Sleuth of The Ming Dynasty 2020 WEB-DL 1080p H265 AAC-HDSWEB,成化十四年 第41-42集  | 主演: 官鸿 傅孟柏 刘耀元 毛毅 王茂蕾,1.73GB,HDSWEB,电视剧分集,2K/1080p,2,,,,,2020-05-01 20:35:09,4000,,,2020-05-11 23:47:43.641047
89738,heimeiqiu,135206,Yu Ni Tai Shang Jian 2020 WEB-DL 4k H265 AAC-HDSWEB,瑜你台上见 第11-12期 | 主演: 王珮瑜,2.2GB,HDSWEB,综艺,4k/2160p,2,,,,,2020-05-03 20:21:06,4000,,,2020-05-11 23:47:43.641047
89738,heimeiqiu,135207,Yu Ni Tai Shang Jian 2020 WEB-DL 1080p H265 AAC-HDSWEB,瑜你台上见 第11-12期 | 主演: 王珮瑜,1.5GB,HDSWEB,综艺,2K/1080p,2,,,,,2020-05-03 20:23:55,4000,,,2020-05-11 23:47:43.641047
89738,heimeiqiu,135252,Yu Ni Tai Shang Jian 2020 WEB-DL 4k H265 AAC-HDSWEB,瑜你台上见 全12期 | 主演: 王珮瑜,12.48GB,HDSWEB,综艺,4k/2160p,,,12,,,2020-05-04 08:14:53,18000,,,2020-05-11 23:47:43.641047
89738,heimeiqiu,135253,Yu Ni Tai Shang Jian 2020 WEB-DL 1080p H265 AAC-HDSWEB,瑜你台上见 全12期 | 主演: 王珮瑜,8.47GB,HDSWEB,综艺,2K/1080p,,,12,,,2020-05-04 08:16:21,12000,,,2020-05-11 23:47:43.641047
89738,heimeiqiu,135292,Blossom in Heart 2019 WEB-DL 1080p H264 AAC-HDSWEB,海棠经雨胭脂透 全52集 | 主演：邓伦 李一桐 另含3集花絮,65.46GB,HDSWEB,剧集（合集）,2K/1080p,,,55,,,2020-05-04 14:06:17,55000,,,2020-05-11 23:47:43.641047
89738,heimeiqiu,135442,Guo Bao 100 2019 WEB-DL 4k H265 AAC-HDSWEB,国宝100 第37集 | 主演：马未都,0.46GB,HDSWEB,综艺,4k/2160p,,,,,,2020-05-05 20:59:11,2000,,,2020-05-11 23:47:43.641047
89738,heimeiqiu,135446,The Sleuth of The Ming Dynasty 2020 WEB-DL 4k H265 AAC-HDSWEB,成化十四年 第43-44集  | 主演: 官鸿 傅孟柏 刘耀元 毛毅 王茂蕾,2.4GB,HDSWEB,电视剧分集,4k/2160p,2,,,,,2020-05-05 21:46:46,4000,,,2020-05-11 23:47:43.641047
89738,heimeiqiu,135447,The Sleuth of The Ming Dynasty 2020 WEB-DL 1080p H265 AAC-HDSWEB,成化十四年 第43-44集  | 主演: 官鸿 傅孟柏 刘耀元 毛毅 王茂蕾,1.72GB,HDSWEB,电视剧分集,2K/1080p,2,,,,,2020-05-05 21:48:36,4000,,,2020-05-11 23:47:43.641047
89738,heimeiqiu,135614,The Sleuth of The Ming Dynasty 2020 WEB-DL 4k H265 AAC-HDSWEB,成化十四年 第45-46集  | 主演: 官鸿 傅孟柏 刘耀元 毛毅 王茂蕾,2.55GB,HDSWEB,电视剧分集,4k/2160p,2,,,,,2020-05-07 07:39:54,4000,,,2020-05-11 23:47:43.641047
89738,heimeiqiu,135616,The Sleuth of The Ming Dynasty 2020 WEB-DL 1080p H265 AAC-HDSWEB,成化十四年 第45-46集  | 主演: 官鸿 傅孟柏 刘耀元 毛毅 王茂蕾,1.83GB,HDSWEB,电视剧分集,2K/1080p,2,,,,,2020-05-07 07:42:18,4000,,,2020-05-11 23:47:43.641047
89738,heimeiqiu,135701,Tan Shi Jie 2020 WEB-DL 1080p H265 AAC-HDSWEB,探世界  第3集 | 主演：高晓松,0.88GB,HDSWEB,综艺,2K/1080p,,,,,,2020-05-07 20:12:15,2000,,,2020-05-11 23:47:43.641047
89738,heimeiqiu,135703,Tan Shi Jie 2020 WEB-DL 4k H265 AAC-HDSWEB,探世界  第1-3集 | 主演：高晓松 4k高码版，其中1~2集为V2高码版本,12.61GB,HDSWEB,综艺,4k/2160p,3,,,,,2020-05-07 20:21:38,6000,,,2020-05-11 23:47:43.641047
89738,heimeiqiu,135705,The Sleuth of The Ming Dynasty 2020 WEB-DL 4k H265 AAC-HDSWEB,成化十四年 第47-48集  | 主演: 官鸿 傅孟柏 刘耀元 毛毅 王茂蕾,2.59GB,HDSWEB,电视剧分集,4k/2160p,2,,,,,2020-05-07 20:35:50,4000,,,2020-05-11 23:47:43.641047
89738,heimeiqiu,135706,The Sleuth of The Ming Dynasty 2020 WEB-DL 1080p H265 AAC-HDSWEB,成化十四年 第47-48集  | 主演: 官鸿 傅孟柏 刘耀元 毛毅 王茂蕾,1.88GB,HDSWEB,电视剧分集,2K/1080p,2,,,,,2020-05-07 20:37:07,4000,,,2020-05-11 23:47:43.641047
89738,heimeiqiu,135833,The Sleuth of The Ming Dynasty 2020 WEB-DL 4k H265 AAC-HDSWEB,成化十四年 全48集  | 主演: 官鸿 傅孟柏 刘耀元 毛毅 王茂蕾,59.89GB,HDSWEB,剧集（合集）,4k/2160p,,,48,,,2020-05-08 22:16:25,72000,,,2020-05-11 23:47:43.641047
89738,heimeiqiu,135836,The Sleuth of The Ming Dynasty 2020 WEB-DL 1080p H265 AAC-HDSWEB,成化十四年 全48集  | 主演: 官鸿 傅孟柏 刘耀元 毛毅 王茂蕾,43.01GB,HDSWEB,剧集（合集）,2K/1080p,,,48,,,2020-05-08 22:20:33,48000,,,2020-05-11 23:47:43.641047
89738,heimeiqiu,136029,Soul Ferry S01 2014 WEB-DL 1080p H264 AAC-HDSWEB,灵魂摆渡 第一季 全20集 | 主演: 于毅 肖茵 首播未删减版,14.97GB,HDSWEB,剧集（合集）,2K/1080p,,,20,,,2020-05-10 14:15:40,20000,,,2020-05-11 23:47:43.641047
89738,heimeiqiu,136031,Soul Ferry S02 2015 WEB-DL 1080p H264 AAC-HDSWEB,灵魂摆渡 第二季 全20集 | 主演: 于毅 肖茵 首播未删减版,16.47GB,HDSWEB,剧集（合集）,2K/1080p,,,20,,,2020-05-10 14:20:36,20000,,,2020-05-11 23:47:43.641047
89738,heimeiqiu,136032,Soul Ferry S03 2016 WEB-DL 1080p H264 AAC-HDSWEB,灵魂摆渡 第三季 全13集 | 主演: 于毅 肖茵 首播未删减版,9.01GB,HDSWEB,剧集（合集）,2K/1080p,,,13,,,2020-05-10 14:24:18,13000,,,2020-05-11 23:47:43.641047
89738,heimeiqiu,136033,Manjusaka 2018 WEB-DL 1080p H264 AAC-HDSWEB,灵魂摆渡 黄泉 | 主演：于毅 何花 | 未删减 比4k版时间要多5分钟左右,1.86GB,HDSWEB,电影,2K/1080p,,,,,,2020-05-10 14:31:57,2000,,,2020-05-11 23:47:43.642047
89738,heimeiqiu,136064,Mystery of Antiques S02 2020 WEB-DL 4k H265 AAC-HDSWEB,古董局中局2鉴墨寻瓷 第1-8集 | 主演：夏雨  魏晨 阿丽亚,9.97GB,HDSWEB,电视剧分集,4k/2160p,8,,,,,2020-05-10 20:51:24,16000,,,2020-05-11 23:47:43.642047
89738,heimeiqiu,136067,Mystery of Antiques S02 2020 WEB-DL 1080p H264 AAC-HDSWEB,古董局中局2鉴墨寻瓷 第1-8集 | 主演：夏雨  魏晨 阿丽亚,3.52GB,HDSWEB,电视剧分集,2K/1080p,8,,,,,2020-05-10 21:06:35,16000,,,2020-05-11 23:47:43.642047
89738,heimeiqiu,136181,Mystery of Antiques S02 2020 WEB-DL 4k H265 AAC-HDSWEB,古董局中局2鉴墨寻瓷 第9-10集 | 主演：夏雨  魏晨 阿丽亚,2.86GB,HDSWEB,电视剧分集,4k/2160p,2,,,,,2020-05-11 20:26:43,4000,,,2020-05-11 23:47:43.642047
89738,heimeiqiu,136183,Mystery of Antiques S02 2020 WEB-DL 1080p H264 AAC-HDSWEB,古董局中局2鉴墨寻瓷 第9-10集 | 主演：夏雨  魏晨 阿丽亚,0.97GB,HDSWEB,电视剧分集,2K/1080p,2,,,,,2020-05-11 20:28:15,4000,,,2020-05-11 23:47:43.642047
89738,heimeiqiu,,,,,,,,,,,,,,,,390000,
68942,shq55,135018,CZR Bonus S02 2020 WEB-DL 4k H265 AAC-HDSWEB,开饭啦！唱作人2 第03期 | 嘉宾：张艺兴 郑钧 陈粒 周延,1.72GB,HDSWEB,综艺,4k/2160p,,,,,,2020-05-02 08:44:34,2000,,,2020-05-11 23:47:44.912469
68942,shq55,135714,I am CZR S02 2020 WEB-DL 4k H265 AAC-HDSWEB,我是唱作人第二季 / 我是唱作人2 第04期 | 嘉宾：张艺兴 郑钧 陈粒 周延,5.4GB,HDSWEB,综艺,4k/2160p,2,,,,,2020-05-07 21:11:30,4000,,,2020-05-11 23:47:44.912469
68942,shq55,135850,CZR Bonus S02 2020 WEB-DL 4k H265 AAC-HDSWEB,开饭啦！唱作人2 第04期 | 嘉宾：张艺兴 郑钧 陈粒 周延,1.7GB,HDSWEB,综艺,4k/2160p,,,,,,2020-05-08 23:36:38,2000,,,2020-05-11 23:47:44.912469
68942,shq55,,,,,,,,,,,,,,,,8000,
90865,killerlyq,135557,Special Case Hunt 2020 WEB-DL 1080p H265 AAC-HDSWEB,特案追缉 全29集 | 主演: 姚卓君 周楚濋,28.48GB,HDSWEB,剧集（合集）,2K/1080p,,,29,,,2020-05-06 20:50:34,29000,,,2020-05-11 23:47:46.228452
90865,killerlyq,135740,Angel's Eyes 2019 S01-S03 WEB-DL 4k H265 AAC-HDSWEB,天使的眼睛 第1-3季 全36集 | 主演: 宣璐 王羽铮,21.82GB,HDSWEB,剧集（合集）,4k/2160p,,,36,,,2020-05-08 01:09:02,54000,,,2020-05-11 23:47:46.228452
90865,killerlyq,135786,Soul Ferry S01 2014 WEB-DL 4k H265 AAC-HDSWEB,灵魂摆渡 第一季 全20集 | 主演: 于毅 肖茵 | 第1集无4k用1080p替代,22.65GB,HDSWEB,剧集（合集）,4k/2160p,,,20,,,2020-05-08 15:20:33,30000,,,2020-05-11 23:47:46.228452
90865,killerlyq,135787,Soul Ferry S02 2015 WEB-DL 4k H265 AAC-HDSWEB,灵魂摆渡 第二季 全20集 | 主演: 于毅 肖茵,17.21GB,HDSWEB,剧集（合集）,4k/2160p,,,20,,,2020-05-08 15:35:07,30000,,,2020-05-11 23:47:46.228452
90865,killerlyq,135790,Soul Ferry S03 2016 WEB-DL 4k H265 AAC-HDSWEB,灵魂摆渡 第三季 全13集 | 主演: 于毅 肖茵,14.94GB,HDSWEB,剧集（合集）,4k/2160p,,,13,,,2020-05-08 15:48:23,19500,,,2020-05-11 23:47:46.228452
90865,killerlyq,135794,Manjusaka 2018 WEB-DL 4k H265 AAC-HDSWEB mp4,灵魂摆渡 黄泉 | 主演：于毅 何花,2.42GB,HDSWEB,电影,4k/2160p,,,,,,2020-05-08 16:18:31,2000,,,2020-05-11 23:47:46.228452
90865,killerlyq,,,,,,,,,,,,,,,,164500,
90586,mctary,135600,Jian Ai Nan Nv 2020 WEB-DL 4k H265 AAC-HDSWEB,鉴爱男女 第13-22集 | 主演：吴静怡 许婉 刘闯 张晔 袁超 | 客串：张云龙 王大陆 陈柏霖 王耀庆 张蓝心,1.42GB,HDSWEB,电视剧分集,4k/2160p,10,,,,,2020-05-07 04:09:06,20000,,,2020-05-11 23:47:48.111454
90586,mctary,135601,As Long As You Love Me 2020 WEB-DL 4k H265 AAC-HDSWEB,爱情的开关 第22-26集 | 主演：熊梓淇 赖雨濛 董力 赵珞然 马雪阳,5.28GB,HDSWEB,电视剧分集,4k/2160p,5,,,,,2020-05-07 04:45:52,10000,,,2020-05-11 23:47:48.111454
90586,mctary,135666,Soul Land 2018 WEB-DL 4k H265 AAC-HDSWEB,斗罗大陆动画版 第102集 | 编剧：沈乐平 唐家三少 | 声优：沈磊 程玉珠 黄翔宇 王肖兵 倪康,0.89GB,HDSWEB,动漫,4k/2160p,,,,,,2020-05-07 16:21:34,2000,,,2020-05-11 23:47:48.111454
90586,mctary,135667,Soul Land 2018 WEB-DL 1080p H264 AAC-HDSWEB,斗罗大陆动画版 第102集 | 编剧：沈乐平 唐家三少 | 声优：沈磊 程玉珠 黄翔宇 王肖兵 倪康,0.53GB,HDSWEB,动漫,2K/1080p,,,,,,2020-05-07 16:22:39,2000,,,2020-05-11 23:47:48.111454
90586,mctary,135669,Serenade Of Peaceful Joy 2020 WEB-DL 1080p H264 AAC-HDSWEB,清平乐 第35-49集 | 主演：王凯 江疏影 任敏 杨玏 边程,7.3GB,HDSWEB,电视剧分集,2K/1080p,15,,,,,2020-05-07 16:34:48,30000,,,2020-05-11 23:47:48.111454
90586,mctary,135689,Serenade Of Peaceful Joy 2020 WEB-DL 4k H265 AAC-HDSWEB,清平乐 第35-49集 | 主演：王凯 江疏影 任敏 杨玏 边程,15.17GB,HDSWEB,电视剧分集,4k/2160p,15,,,,,2020-05-07 17:06:49,30000,,,2020-05-11 23:47:48.111454
90586,mctary,135941,The Chang An Youth 2020 WEB-DL 1080p H264 AAC-HDSWEB,长安少年行 第15-18集 | 主演：王玉雯 吴希泽 刘奕畅 谢彬彬 漆培鑫,3.66GB,HDSWEB,电视剧分集,2K/1080p,4,,,,,2020-05-09 18:34:01,8000,,,2020-05-11 23:47:48.111454
90586,mctary,135942,The Chang An Youth 2020 WEB-DL 4k H265 AAC-HDSWEB,长安少年行 第15-18集 | 主演：王玉雯 吴希泽 刘奕畅 谢彬彬 漆培鑫,5.5GB,HDSWEB,电视剧分集,4k/2160p,4,,,,,2020-05-09 18:38:17,8000,,,2020-05-11 23:47:48.111454
90586,mctary,135943,Serenade Of Peaceful Joy 2020 WEB-DL 1080p H264 AAC-HDSWEB,清平乐 第50-52集 | 主演：王凯 江疏影 任敏 杨玏 边程,1.34GB,HDSWEB,电视剧分集,2K/1080p,3,,,,,2020-05-09 18:45:28,6000,,,2020-05-11 23:47:48.111454
90586,mctary,135944,Serenade Of Peaceful Joy 2020 WEB-DL 4k H265 AAC-HDSWEB,清平乐 第50-52集 | 主演：王凯 江疏影 任敏 杨玏 边程,3.03GB,HDSWEB,电视剧分集,4k/2160p,3,,,,,2020-05-09 18:46:20,6000,,,2020-05-11 23:47:48.111454
90586,mctary,135945,Realize Our Dreams 2020 WEB-DL 4k H265 AAC-HDSWEB,我们在梦开始的地方/我们村的年轻人 第25-45集 | 主演：宋允皓 夏阳 刘继勋 王璇 翟万臣,28.39GB,HDSWEB,电视剧分集,4k/2160p,21,,,,,2020-05-09 19:05:01,42000,,,2020-05-11 23:47:48.111454
90586,mctary,135948,Iwagou Mitsuaki No Sekai Neko Aruki 2012 WEB-DL 4k H265 AAC-HDSWEB,岩合光昭的猫步走世界 第37-40集 | 主演: 岩合光昭 塚本高史,5.83GB,HDSWEB,纪录片,4k/2160p,4,,,,,2020-05-09 19:45:02,8000,,,2020-05-11 23:47:48.111454
90586,mctary,135976,Realize Our Dreams 2020 WEB-DL 4k H265 AAC-HDSWEB,我们在梦开始的地方/我们村的年轻人 全45集打包 | 主演：宋允皓 夏阳 刘继勋 王璇 翟万臣,64.26GB,HDSWEB,剧集（合集）,4k/2160p,,45,,,,2020-05-09 22:56:14,0,打包新资源无魔力,,2020-05-11 23:47:48.111454
90586,mctary,135977, High School Big Bang 2020 WEB-DL 1080p H265 AAC-HDSWEB,我成了他的班主任 全15集打包 | 主演: 陈怡馨 卢东旭 孙嘉琪 马昂 宋一雄,7.89GB,HDSWEB,剧集（合集）,2K/1080p,,15,,,,2020-05-09 23:01:10,0,打包新资源无魔力,,2020-05-11 23:47:48.111454
90586,mctary,136082,Soul Land 2018 WEB-DL 4k H265 AAC-HDSWEB,斗罗大陆动画版 第103集 | 编剧：沈乐平 唐家三少 | 声优：沈磊 程玉珠 黄翔宇 王肖兵 倪康,0.86GB,HDSWEB,动漫,4k/2160p,,,,,,2020-05-10 23:12:13,2000,,,2020-05-11 23:47:48.111454
90586,mctary,136083,Soul Land 2018 WEB-DL 1080p H264 AAC-HDSWEB,斗罗大陆动画版 第103集 | 编剧：沈乐平 唐家三少 | 声优：沈磊 程玉珠 黄翔宇 王肖兵 倪康,0.5GB,HDSWEB,动漫,2K/1080p,,,,,,2020-05-10 23:12:57,2000,,,2020-05-11 23:47:48.111454
90586,mctary,136086,Serenade Of Peaceful Joy 2020 WEB-DL 1080p H264 AAC-HDSWEB,清平乐 第53-54集 | 主演：王凯 江疏影 任敏 杨玏 边程,1.09GB,HDSWEB,电视剧分集,2K/1080p,2,,,,,2020-05-10 23:59:23,4000,,,2020-05-11 23:47:48.111454
90586,mctary,,,,,,,,,,,,,,,,180000,
62934,aiwa,134913,The Station of Former Wife 2010 WEB-DL 1080p H264 AAC-HDSWEB,前妻的车站  全30集 | 主演：江珊  周晓斌,36.22GB,HDSWEB,剧集（合集）,2K/1080p,,,30,,,2020-05-01 08:26:08,30000,,,2020-05-11 23:47:50.010174
62934,aiwa,134948,Double Sided Adhesive Tape 2007 WEB-DL 1080p H264 AAC-HDSWEB,双面胶  全22集 | 主演：海清  涂松岩  潘虹,32.36GB,HDSWEB,剧集（合集）,2K/1080p,,,22,,,2020-05-01 14:45:55,22000,,,2020-05-11 23:47:50.010174
62934,aiwa,134973,Magic Matin S01 2003 WEB-DL 1080p H264 AAC-HDSWEB,百变马丁1 / 百变马丁第一部 / 马丁的早晨  全52集,12.63GB,HDSWEB,动漫,2K/1080p,,,52,,,2020-05-01 22:24:49,52000,,,2020-05-11 23:47:50.010174
62934,aiwa,134974,Magic Matin S02 2015 WEB-DL 1080p H264 AAC-HDSWEB,百变马丁2 / 百变马丁第二部 / 马丁的早晨 全26集,7.87GB,HDSWEB,动漫,2K/1080p,,,26,,,2020-05-01 22:28:25,26000,,,2020-05-11 23:47:50.010174
62934,aiwa,134975,Magic Matin S03 2018 WEB-DL 1080p H264 AAC-HDSWEB,百变马丁3 / 百变马丁第三部 / 马丁的早晨  全26集,4.56GB,HDSWEB,动漫,2K/1080p,,,26,,,2020-05-01 22:32:08,26000,,,2020-05-11 23:47:50.010174
62934,aiwa,134977,Magic Matin S04 2018 WEB-DL 1080p H264 AAC-HDSWEB,百变马丁4 / 百变马丁第四部 / 马丁的早晨  全26集,3.39GB,HDSWEB,动漫,2K/1080p,,,26,,,2020-05-01 22:34:26,26000,,,2020-05-11 23:47:50.010174
62934,aiwa,134980,Magic Matin S05 2018 WEB-DL 1080p H264 AAC-HDSWEB,百变马丁5 / 百变马丁第五部 / 马丁的早晨  全26集,3.2GB,HDSWEB,动漫,2K/1080p,,,26,,,2020-05-01 22:43:31,26000,,,2020-05-11 23:47:50.010174
62934,aiwa,134982,Magic Matin S06 2020 WEB-DL 1080p H264 AAC-HDSWEB,百变马丁6 / 百变马丁第六部 / 马丁的早晨  全26集,3.63GB,HDSWEB,动漫,2K/1080p,,,26,,,2020-05-01 22:49:36,26000,,,2020-05-11 23:47:50.010174
62934,aiwa,135016,Military Medical 2009 WEB-DL 4k H265 AAC-HDSWEB,军医  全24集 | 主演：邓超  李小冉,33.16GB,HDSWEB,剧集（合集）,4k/2160p,,,24,,,2020-05-02 08:36:41,36000,,,2020-05-11 23:47:50.011174
62934,aiwa,135065,The Age of Iron 2011 WEB-DL 1080p H264 AAC-HDSWEB,钢铁年代  全37集 | 主演：陈宝国  冯远征,21.92GB,HDSWEB,剧集（合集）,2K/1080p,,,37,,,2020-05-02 13:43:56,37000,,,2020-05-11 23:47:50.011174
62934,aiwa,135096,Homeland 2014 WEB-DL 4k H265 AAC-HDSWEB,原乡  全31集 | 主演：陈宝国  张国立  奚美娟,37.76GB,HDSWEB,剧集（合集）,4k/2160p,,,31,,,2020-05-02 19:41:38,46500,,,2020-05-11 23:47:50.011174
62934,aiwa,135099,GON 2012 WEB-DL 1080p H264 AAC-HDSWEB,阿贡 / 小恐龙阿贡  全116集,23.16GB,HDSWEB,动漫,2K/1080p,,,116,,,2020-05-02 20:11:58,116000,,,2020-05-11 23:47:50.011174
62934,aiwa,135157,Family Property 2011 WEB-DL 4k H265 AAC-HDSWEB,家产  全36集 | 主演：刘莉莉  贾乃亮,52.79GB,HDSWEB,剧集（合集）,4k/2160p,,,36,,,2020-05-03 10:00:51,54000,,,2020-05-11 23:47:50.011174
62934,aiwa,135199,Invincible Belief 2016 WEB-DL 4k H265 AAC-HDSWEB,信者无敌  全36集 | 主演：陈宝国,50.75GB,HDSWEB,剧集（合集）,4k/2160p,,,36,,,2020-05-03 19:09:08,54000,,,2020-05-11 23:47:50.011174
62934,aiwa,135250,Butterfly Action 2011 WEB-DL 4k H265 AAC-HDSWEB,蝴蝶行动  全30集 | 主演：唐一菲  齐奎,49.02GB,HDSWEB,剧集（合集）,4k/2160p,,,30,,,2020-05-04 07:34:18,45000,,,2020-05-11 23:47:50.011174
62934,aiwa,135279,The Last Dance 2020 WEB-DL 1080p H264 AAC-HDSWEB,最后之舞  第05-06集 | 主演：迈克尔·乔丹  斯科蒂·皮蓬  丹尼斯·罗德曼  菲尔·杰克逊,2.15GB,HDSWEB,纪录片,2K/1080p,2,,,,,2020-05-04 12:34:49,4000,,,2020-05-11 23:47:50.011174
62934,aiwa,135301,Phoenix and Rose 2008 WEB-DL 4k H265 AAC-HDSWEB,凤穿牡丹  全38集 | 主演：李小冉  应采儿  刘恺威,37.14GB,HDSWEB,剧集（合集）,4k/2160p,,,38,,,2020-05-04 16:39:45,57000,,,2020-05-11 23:47:50.011174
62934,aiwa,135372,Qiao's Grand Courtyard 2006 WEB-DL 1080p H264 AAC-HDSWEB,乔家大院  全45集 | 主演：陈建斌  蒋勤勤,29.06GB,HDSWEB,剧集（合集）,2K/1080p,,,45,,,2020-05-05 09:15:26,45000,,,2020-05-11 23:47:50.011174
62934,aiwa,135403,Mother's Glorious Days 2013 WEB-DL 1080p H264 AAC-HDSWEB,妈妈的花样年华  全32集 | 主演：宋丹丹  林永健,21.72GB,HDSWEB,剧集（合集）,2K/1080p,,,32,,,2020-05-05 14:31:41,32000,,,2020-05-11 23:47:50.011174
