用户id,用户名,种子id,标题,小标题,体积,发布组,分类,分辨率,多集,新合集,旧合集,双语,NF,发布时间,单种工资,备注,总魔力,更新时间
85008,HDSWEB,135578,I Love You My Country 2020 WEB-DL 4K H265 AAC-HDSWEB,天涯热土 第23-26集 |主演: 凌潇肃 啜妮 陈维涵 宋晨 李净洋　[国语中字] ,4.69GB,HDSWEB,电视剧分集,4k/2160p,4,,,,,2020-05-06 23:11:17,8000,,,2020-05-11 23:47:58.988487
85008,HDSWEB,135586,I Love You My Country 2020 WEB-DL 1080p H264 AAC-HDSWEB,天涯热土 第23-26集 |主演: 凌潇肃 啜妮 陈维涵 宋晨 李净洋　[国语中字] ,5.18GB,HDSWEB,电视剧分集,2K/1080p,4,,,,,2020-05-06 23:43:16,8000,,,2020-05-11 23:47:58.988487
85008,HDSWEB,135635,Xiao Yan San Jin 2016 WEB-DL 1080p H264 AAC-HDSWEB,硝烟散尽/北上海1950  第01-12集|主演: 贾一平  刘雨欣  陶泽如  姚安濂  奚美娟 [国语中字],18.56GB,HDSWEB,电视剧分集,2K/1080p,12,,,,,2020-05-07 10:30:20,24000,,,2020-05-11 23:47:58.988487
85008,HDSWEB,135697,Li Jian 2013 WEB-DL 4K H265 AAC-HDSWEB,雳剑/对阵/雪豹雳剑 全30集打包|主演: 乔鹏樾 张若昀 朱杰 吴婷 李卓霖,58.75GB,HDSWEB,剧集（合集）,4k/2160p,,30,,,,2020-05-07 19:07:48,0,打包新资源无魔力,,2020-05-11 23:47:58.988487
85008,HDSWEB,135728,Love Is All 2020 WEB-DL 1080p H264 AAC-HDSWEB,师爷请自重/调笑令 第11-14集｜主演: 章若楠 张昊唯 马闻远 张柏嘉 戴景耀,2.07GB,HDSWEB,电视剧分集,2K/1080p,4,,,,,2020-05-07 22:20:55,8000,,,2020-05-11 23:47:58.988487
85008,HDSWEB,135773,I Love You My Country 2020 WEB-DL 1080p H264 AAC-HDSWEB,天涯热土 第27-30集 |主演: 凌潇肃 啜妮 陈维涵 宋晨 李净洋　[国语中字] ,5.35GB,HDSWEB,电视剧分集,2K/1080p,4,,,,,2020-05-08 11:01:45,8000,,,2020-05-11 23:47:58.988487
85008,HDSWEB,135775,I Love You My Country 2020 WEB-DL 4K H265 AAC-HDSWEB,天涯热土 第27-30集 |主演: 凌潇肃 啜妮 陈维涵 宋晨 李净洋　[国语中字] ,5.03GB,HDSWEB,电视剧分集,4k/2160p,4,,,,,2020-05-08 11:24:06,8000,,,2020-05-11 23:47:58.988487
85008,HDSWEB,135776,The General to Soldiers 2011 WEB-DL 1080p H264 AAC-HDSWEB,从将军到士兵   第31-32集|主演: 于荣光 吕丽萍,3.72GB,HDSWEB,电视剧分集,2K/1080p,2,,,,,2020-05-08 11:27:30,4000,,,2020-05-11 23:47:58.988487
85008,HDSWEB,135778,Xiao Yan San Jin 2016 WEB-DL 1080p H264 AAC-HDSWEB,硝烟散尽/北上海1950  第13-14集|主演: 贾一平  刘雨欣  陶泽如  姚安濂  奚美娟 [国语中字],3.05GB,HDSWEB,电视剧分集,2K/1080p,2,,,,,2020-05-08 11:33:21,4000,,,2020-05-11 23:47:58.989485
85008,HDSWEB,135875,The Eyas 2019 WEB-DL 4K H265 AAC-HDSWEB,飞行少年 全36集打包|主演: 严屹宽 范世錡 孙铱 李墨之 杨仕泽,30.75GB,HDSWEB,剧集（合集）,4k/2160p,,36,,,,2020-05-09 08:25:07,0,打包新资源无魔力,,2020-05-11 23:47:58.989485
85008,HDSWEB,135971,Xiao Yan San Jin 2016 WEB-DL 1080p H264 AAC-HDSWEB,硝烟散尽/北上海1950  第15-18集|主演: 贾一平  刘雨欣  陶泽如  姚安濂  奚美娟 [国语中字],5.96GB,HDSWEB,电视剧分集,2K/1080p,4,,,,,2020-05-09 22:34:52,8000,,,2020-05-11 23:47:58.989485
85008,HDSWEB,135972,The General to Soldiers 2011 WEB-DL 1080p H264 AAC-HDSWEB,从将军到士兵   第33-36集|主演: 于荣光 吕丽萍,7.43GB,HDSWEB,电视剧分集,2K/1080p,4,,,,,2020-05-09 22:36:31,8000,,,2020-05-11 23:47:58.989485
85008,HDSWEB,135973,I Love You My Country 2020 WEB-DL 1080p H264 AAC-HDSWEB,天涯热土 第31-32集 |主演: 凌潇肃 啜妮 陈维涵 宋晨 李净洋　[国语中字] ,2.67GB,HDSWEB,电视剧分集,2K/1080p,2,,,,,2020-05-09 22:40:10,4000,,,2020-05-11 23:47:58.989485
85008,HDSWEB,135975,I Love You My Country 2020 WEB-DL 4K H265 AAC-HDSWEB,天涯热土 第31-32集 |主演: 凌潇肃 啜妮 陈维涵 宋晨 李净洋　[国语中字] ,2.46GB,HDSWEB,电视剧分集,4k/2160p,2,,,,,2020-05-09 22:43:26,4000,,,2020-05-11 23:47:58.989485
85008,HDSWEB,135978,Beautiful Reborn Flower 2020 WEB-DL 4k H265 AAC-HDSWEB,彼岸花 第17-20集|主演: 林允 宋威龙 何润东 王耀庆 李心艾 [国语中字],5.81GB,HDSWEB,电视剧分集,4k/2160p,4,,,,,2020-05-09 23:17:55,8000,,,2020-05-11 23:47:58.989485
85008,HDSWEB,135979,Beautiful Reborn Flower 2020 WEB-DL 1080p H264 AAC-HDSWEB,彼岸花 第17-20集|主演: 林允 宋威龙 何润东 王耀庆 李心艾 [国语中字],2.32GB,HDSWEB,电视剧分集,2K/1080p,4,,,,,2020-05-09 23:36:56,8000,,,2020-05-11 23:47:58.989485
85008,HDSWEB,136017,I Love You My Country 2020 WEB-DL 1080p H264 AAC-HDSWEB,天涯热土 第33-34集 |主演: 凌潇肃 啜妮 陈维涵 宋晨 李净洋　[国语中字] ,2.69GB,HDSWEB,电视剧分集,2K/1080p,2,,,,,2020-05-10 12:40:22,4000,,,2020-05-11 23:47:58.989485
85008,HDSWEB,136018,I Love You My Country 2020 WEB-DL 4K H265 AAC-HDSWEB,天涯热土 第33-34集 |主演: 凌潇肃 啜妮 陈维涵 宋晨 李净洋　[国语中字] ,2.58GB,HDSWEB,电视剧分集,4k/2160p,2,,,,,2020-05-10 12:41:53,4000,,,2020-05-11 23:47:58.989485
85008,HDSWEB,136019,Xiao Yan San Jin 2016 WEB-DL 1080p H264 AAC-HDSWEB,硝烟散尽/北上海1950  第19-22集|主演: 贾一平  刘雨欣  陶泽如  姚安濂  奚美娟 [国语中字],6.17GB,HDSWEB,电视剧分集,2K/1080p,4,,,,,2020-05-10 12:43:24,8000,,,2020-05-11 23:47:58.989485
85008,HDSWEB,136020,The General to Soldiers 2011 WEB-DL 1080p H264 AAC-HDSWEB,从将军到士兵   第37-40集|主演: 于荣光 吕丽萍,7.32GB,HDSWEB,电视剧分集,2K/1080p,4,,,,,2020-05-10 12:44:33,8000,,,2020-05-11 23:47:58.989485
85008,HDSWEB,136057,Arsenal Military Academy 2019 WEB-DL 4k H265 AAC-HDSWEB,烈火军校 全48集打包 | 主演：白鹿 许凯 ,51.0GB,HDSWEB,剧集（合集）,4k/2160p,,48,,,,2020-05-10 18:44:18,0,打包新资源无魔力,,2020-05-11 23:47:58.989485
85008,HDSWEB,136138,A Splendid Life In Beijing 2017 WEB-DL 4k H265 AAC-HDSWEB,生逢灿烂的日子/北京人在北京  全47集打包[国语中字]｜主演: 张嘉译 果靖霖 刘佩琦 车晓 徐洁儿,50.25GB,HDSWEB合集专用,剧集（合集）,4k/2160p,,47,,,,2020-05-11 11:59:39,0,打包新资源无魔力,,2020-05-11 23:47:58.989485
85008,HDSWEB,136146,I Love You My Country 2020 WEB-DL 4K H265 AAC-HDSWEB,天涯热土 第35-36集 |主演: 凌潇肃 啜妮 陈维涵 宋晨 李净洋　[国语中字] ,2.57GB,HDSWEB,电视剧分集,4k/2160p,2,,,,,2020-05-11 12:58:07,4000,,,2020-05-11 23:47:58.989485
85008,HDSWEB,136147,I Love You My Country 2020 WEB-DL 1080p H264 AAC-HDSWEB,天涯热土 第35-36集 |主演: 凌潇肃 啜妮 陈维涵 宋晨 李净洋　[国语中字] ,2.67GB,HDSWEB,电视剧分集,2K/1080p,2,,,,,2020-05-11 13:00:03,4000,,,2020-05-11 23:47:58.989485
85008,HDSWEB,136190,I Love You My Country 2020 WEB-DL 1080p H264 AAC-HDSWEB,天涯热土  全36集打包 |主演: 凌潇肃 啜妮 陈维涵 宋晨 李净洋　[国语中字] ,47.93GB,HDSWEB合集专用,剧集（合集）,2K/1080p,,36,,,,2020-05-11 21:15:56,0,打包新资源无魔力,,2020-05-11 23:47:58.989485
85008,HDSWEB,136191,I Love You My Country 2020 WEB-DL 4K H265 AAC-HDSWEB,天涯热土 全36集打包 |主演: 凌潇肃 啜妮 陈维涵 宋晨 李净洋　[国语中字] ,46.2GB,HDSWEB合集专用,剧集（合集）,4k/2160p,,36,,,,2020-05-11 21:17:39,0,打包新资源无魔力,,2020-05-11 23:47:58.989485
85008,HDSWEB,,,,,,,,,,,,,,,,374000,
88593,lht11115,135504,Nirvana in Fire 2015 WEB-DL 1080p H264 AAC-HDSWEB,琅琊榜 补第50集 | 主演：胡歌 刘涛 王凯   [50帧],0.83GB,HDSWEB,剧集（合集）,2K/1080p,,,,,,2020-05-06 11:59:26,2000,,,2020-05-11 23:48:00.893134
88593,lht11115,135639,My Own Swordsman 2006 WEB-DL 1080p H264 AAC-HDSWEB,武林外传 全81集|主演: 闫妮 姚晨 沙溢 喻恩泰 姜超,31.54GB,HDSWEB,剧集（合集）,2K/1080p,,,81,,,2020-05-07 10:49:51,81000,,,2020-05-11 23:48:00.893134
88593,lht11115,135698,My Own Swordsman 2006 WEB-DL 4k H265 AAC-HDSWEB,武林外传 全81集|主演: 闫妮 姚晨 沙溢 喻恩泰 姜超,82.73GB,HDSWEB,剧集（合集）,4k/2160p,,,81,,,2020-05-07 19:12:14,121500,,,2020-05-11 23:48:00.893134
88593,lht11115,135783,Intense Love 2020 WEB-DL 1080p H264 AAC-HDSWEB,韫色过浓 第1-10集｜主演：张予曦 丁禹兮 师铭泽 完颜洛绒 林昕宜,11.4GB,HDSWEB,剧集（合集）,2K/1080p,10,,,,,2020-05-08 13:01:09,20000,,,2020-05-11 23:48:00.893134
88593,lht11115,136189,Intense Love 2020 WEB-DL 1080p H264 AAC-HDSWEB,韫色过浓 第11-14集｜主演：张予曦 丁禹兮 师铭泽 完颜洛绒 林昕宜,4.49GB,HDSWEB,剧集（合集）,2K/1080p,4,,,,,2020-05-11 21:12:05,8000,,,2020-05-11 23:48:00.893134
88593,lht11115,136193,Happy Camp 2020 WEB-DL 1080p H264 AAC-HDSWEB,快乐大本营2020年 第20200502-20200509期共2集 | 主 演: 何炅 谢娜 吴昕 杜海涛 李维嘉  [无台标],4.85GB,HDSWEB,综艺,2K/1080p,2,,,,,2020-05-11 21:30:59,4000,,,2020-05-11 23:48:00.893134
88593,lht11115,136194,Day Day Up 2020 WEB-DL 1080 H264 AAC-HDSWEB,天天向上2020年 第20200503、20200510期|主演:汪涵 大张伟[无台标],4.96GB,HDSWEB,综艺,2K/1080p,2,,,,,2020-05-11 21:42:28,4000,,,2020-05-11 23:48:00.893134
88593,lht11115,,,,,,,,,,,,,,,,240500,
91939,noway2004,135037,The Outcast 2020 WEB-DL 1080p H264 AAC-HDSWEB,一人之下 第三季第3集 国漫 配音：曹云图 小连杀  彭尧,0.24GB,HDSWEB,动漫,2K/1080p,,,,,,2020-05-02 11:34:19,2000,,,2020-05-11 23:48:02.164243
91939,noway2004,135048,Reversal of Fate 2020 WEB-DL 1080p H264 AAC 2Audio-HDSWEB,地下城与勇士逆转之轮 第3集 国日双语 配音：曹云图 苏尚卿 乔诗语,0.29GB,HDSWEB,动漫,2K/1080p,,,,是,,2020-05-02 11:58:19,2000,,,2020-05-11 23:48:02.164243
91939,noway2004,135209,Infinite Dendrogram 2020 WEB-DL 4k H264 AAC-HDSWEB,无限系统树 全13集 配音：齐藤壮马 大野柚布子 日野聪,5.57GB,HDSWEB,动漫,4k/2160p,,,13,,,2020-05-03 20:47:02,19500,,,2020-05-11 23:48:02.164243
91939,noway2004,135324,Maho Tsukai no Yome 2017 WEB-DL 4k H264 AAC-HDSWEB,魔法使的新娘 全24集 配音：种崎敦美 竹内良太 内山昂辉,8.33GB,HDSWEB,动漫,4k/2160p,,,24,,,2020-05-04 19:38:13,36000,,,2020-05-11 23:48:02.164243
91939,noway2004,135444,3D Kanojo Real Girl 2018 WEB-DL 4k H265 AAC-HDSWEB,三次元女友 全24集 配音：芹泽优 上西哲平 苍井翔太,18.16GB,HDSWEB,动漫,4k/2160p,,,24,,,2020-05-05 21:28:21,36000,,,2020-05-11 23:48:02.164243
91939,noway2004,135564,Star☆Twinkle Precure 2019 WEB-DL 4k H264 AAC-HDSWEB,Star☆Twinkle 光之美少女 全49集 配音：成濑瑛美 小原好美 安野希世乃,26.45GB,HDSWEB,动漫,4k/2160p,,,49,,,2020-05-06 22:10:01,73500,,,2020-05-11 23:48:02.164243
91939,noway2004,135732,Hao Qi Zi 2020 WEB-DL 1080p H264 AAC-HDSWEB,好妻子 第1-10集 姚芊羽 李威  周昱彤,5.71GB,HDSWEB,动漫,2K/1080p,10,,,,,2020-05-07 22:40:28,20000,,,2020-05-11 23:48:02.164243
91939,noway2004,135738,My Ages Apart 2017 WEB-DL 4k H265 AAC-HDSWEB,夸世代 全50集  主演:欧阳震华 陈豪 张继聪,106.17GB,HDSWEB,剧集（合集）,4k/2160p,,,50,,,2020-05-08 00:27:18,75000,,,2020-05-11 23:48:02.164243
91939,noway2004,135827,Hao Qi Zi 2020 WEB-DL 1080p H264 AAC-HDSWEB,好妻子 第11-13集 主演:姚芊羽 李威  周昱彤,1.1GB,HDSWEB,电视剧分集,2K/1080p,2,,,,,2020-05-08 21:33:55,4000,,,2020-05-11 23:48:02.165242
91939,noway2004,135854,Line Walker 2014 WEB-DL 4k H265 AAC 2Auido-HDSWEB,使徒行者 全31集 国粤双语 主演:苗侨伟 佘诗曼 林峰 ,106.82GB,HDSWEB,剧集（合集）,4k/2160p,,,31,是,,2020-05-09 01:07:09,62000,,,2020-05-11 23:48:02.165242
91939,noway2004,135969, Hao Qi Zi 2020 WEB-DL 1080p H264 AAC-HDSWEB,好妻子 第11-13集 主演:姚芊羽 李威  周昱彤,1.02GB,HDSWEB,电视剧分集,2K/1080p,2,,,,,2020-05-09 22:25:27,4000,,,2020-05-11 23:48:02.165242
91939,noway2004,135981,Hugtto Precure 2018 WEB-DL 4K H265 AAC-HDSWEB,拥抱！光之美少女 全49集 配音:引坂理绘 本泉莉奈  小仓唯,39.07GB,HDSWEB,动漫,4k/2160p,,,49,,,2020-05-10 00:05:28,73500,,,2020-05-11 23:48:02.165242
91939,noway2004,136069,Pretty Paradise 2016 WEB-DL 4K H265 AAC-HDSWEB,美妙天堂  全51集 配音:茜屋日海夏  芹澤優  久保田未夢,38.61GB,HDSWEB,动漫,4k/2160p,,,51,,,2020-05-10 21:11:09,76500,,,2020-05-11 23:48:02.165242
91939,noway2004,136071,Hao Qi Zi 2020 WEB-DL 1080p H264 AAC-HDSWEB,好妻子 第15-16集 主演:姚芊羽 李威  周昱彤,1.09GB,HDSWEB,电视剧分集,2K/1080p,2,,,,,2020-05-10 21:19:03,4000,,,2020-05-11 23:48:02.165242
91939,noway2004,,,,,,,,,,,,,,,,488000,
91842,xyjz118,134907, Find Me in Your Memory 2020 WEB-DL 1080p H264 AAC-HDSWEB,韩剧 那个男人的记忆法 第25-26集 | 主演:金东旭 文佳煐 [繁体软字幕],0.78GB,HDSWEB,电视剧分集,2K/1080p,2,,,,,2020-05-01 07:15:14,4000,,,2020-05-11 23:48:03.509819
91842,xyjz118,134926,Memorist 2020 WEB-DL 4k H265 AAC-HDSWEB,韩剧 超能警探 第14集 | 主演:俞承豪 [简体软字幕],0.93GB,HDSWEB,电视剧分集,4k/2160p,,,,,,2020-05-01 10:37:20,2000,,,2020-05-11 23:48:03.509819
91842,xyjz118,134935,When My Love Blooms 2020 WEB-DL 4k H265 AAC-HDSWEB,韩剧 花样年华 第1-2集 | 主演: 刘智泰 李宝英 [简体软字幕] ,2.42GB,HDSWEB,电视剧分集,4k/2160p,2,,,,,2020-05-01 11:20:41,4000,,,2020-05-11 23:48:03.509819
91842,xyjz118,135010,Memorist 2020 WEB-DL 4k H265 AAC-HDSWEB,韩剧 超能警探 全16集 | 主演:俞承豪 [简体软字幕],28.82GB,HDSWEB,剧集（合集）,4k/2160p,,,16,,,2020-05-02 07:30:50,24000,,,2020-05-11 23:48:03.509819
91842,xyjz118,135020,Hospital Playlist S01 2020 1080p NF WEB-DL DD2.0 x264-HDSWEB,机智医生生活 第8集 | 主演: 郑京浩 曹政奭 [简繁中字],1.28GB,HDSWEB,电视剧分集,2K/1080p,,,,,是,2020-05-02 09:17:27,2000,,,2020-05-11 23:48:03.509819
91842,xyjz118,135028,The King Eternal Monarch 2020 1080p NF WEB-DL DD2.0 x264-HDSWEB,国王：永远的君主 第5集 | 主演: 李敏镐 金高银 [简繁中字],1.24GB,HDSWEB,电视剧分集,2K/1080p,,,,,是,2020-05-02 10:52:17,2000,,,2020-05-11 23:48:03.509819
91842,xyjz118,135045,The Victims' Game 2020 1080p NF WEB-DL DD2.0x264-HDSWEB,谁是被害者 全8集 | 主演:张孝全 许玮甯 [简繁中字],13.39GB,HDSWEB,剧集（合集）,2K/1080p,,,8,,是,2020-05-02 11:49:09,16000,,,2020-05-11 23:48:03.509819
91842,xyjz118,135144,The King Eternal Monarch 2020 1080p NF WEB-DL DD2.0 x264-HDSWEB,国王：永远的君主 第6集 | 主演: 李敏镐 金高银 [简繁中字],2.17GB,HDSWEB,电视剧分集,2K/1080p,,,,,是,2020-05-03 05:16:36,2000,,,2020-05-11 23:48:03.509819
91842,xyjz118,135149,A Piece of Your Mind 2020 WEB-DL 1080p H264 AAC-HDSWEB,韩剧 一半的一半 全12集 | 主演：丁海寅 蔡秀彬 [简繁软字幕],12.74GB,HDSWEB,剧集（合集）,2K/1080p,,,12,,,2020-05-03 09:14:51,12000,,,2020-05-11 23:48:03.509819
91842,xyjz118,135249,The Half Of It 2020 1080p NF WEB-DL DD5.1 x264-HDSWEB,校园情圣 | 主演: 利·刘易斯 [英简繁字幕],2.9GB,HDSWEB,电影,2K/1080p,,,,是,是,2020-05-04 06:45:36,2000,,,2020-05-11 23:48:03.509819
91842,xyjz118,135259,I'll Find You on a Beautiful Day 2020 WEB-DL 1080p H264 AAC-HDSWEB,韩剧 天气好的话，我会去找你 全16集 | 主演:朴敏英 徐康俊 [简繁软字幕],13.29GB,HDSWEB,剧集（合集）,2K/1080p,,,16,,,2020-05-04 10:16:39,16000,,,2020-05-11 23:48:03.509819
91842,xyjz118,135356, CHUANG 2020 WEB-DL 4k H265 AAC-HDSWEB,创造营 2020 第01期 （上下两部） | 主演: 黄子韬 鹿晗 毛不易 宋茜 大张伟 [无标无字幕],8.43GB,HDSWEB,综艺,4k/2160p,2,,,,,2020-05-05 03:19:30,4000,,,2020-05-11 23:48:03.509819
91842,xyjz118,135363,When My Love Blooms 2020 WEB-DL 4k H265 AAC-HDSWEB,韩剧 花样年华 第3-4集 | 主演: 刘智泰 李宝英 [简体软字幕] ,1.78GB,HDSWEB,电视剧分集,4k/2160p,2,,,,,2020-05-05 07:42:16,4000,,,2020-05-11 23:48:03.509819
91842,xyjz118,135370,Once Upon a Bite 2020 WEB-DL 4K H265 AAC-HDSWEB,风味人间 第二季 第1-2集 | 导演：陈晓卿 [简繁软字幕],2.82GB,HDSWEB,纪录片,4k/2160p,2,,,,,2020-05-05 08:44:04,4000,,,2020-05-11 23:48:03.509819
91842,xyjz118,135386,Hollywood 2020 1080p NF WEB-DL DD5.1 x264-HDSWEB,好莱坞 全7集 |主演: 大卫·科伦斯韦 达伦·克里斯 [英简繁字],10.75GB,HDSWEB,剧集（合集）,2K/1080p,,,7,是,是,2020-05-05 10:51:36,14000,,,2020-05-11 23:48:03.509819
91842,xyjz118,135466,Extracurricular 2020 1080p NF WEB-DL DD5.1 x264-HDSWEB,韩剧 人间课堂 全10集 | 主演: 金东希 郑多彬 [简繁中字],10.0GB,HDSWEB,剧集（合集）,2K/1080p,,,10,,是,2020-05-06 06:02:19,20000,,,2020-05-11 23:48:03.509819
91842,xyjz118,135622,J-Style Trip 2020 NF WEB-DL 1080p DDP2 0x264-HDSWEB,周游记 第6-7期 | 主演: 周杰伦 [简繁中字],3.76GB,HDSWEB,综艺,2K/1080p,2,,,,是,2020-05-07 08:16:39,4000,,,2020-05-11 23:48:03.509819
91842,xyjz118,135640,Outer Banks 2020 1080p NF WEB-DL DD5.1 x264-HDSWEB,外滩探秘 全10集 | 主演: 查尔斯·伊斯滕  玛德琳·克莱因 [英简繁字],13.56GB,HDSWEB,剧集（合集）,2K/1080p,,,10,是,是,2020-05-07 10:50:49,20000,,,2020-05-11 23:48:03.509819
91842,xyjz118,135736,The Last Kingdom 2020 1080p NF WEB-DL DD5.1 x264-HDSWEB,孤国春秋 第四季 / 最后的王国 全10集 | 主演:斯蒂芬妮·马蒂尼  埃莉萨·巴特沃思 [英简繁字],16.54GB,HDSWEB,剧集（合集）,2K/1080p,,,10,是,是,2020-05-07 23:47:57,20000,,,2020-05-11 23:48:03.509819
91842,xyjz118,135761,Hospital Playlist S01 2020 1080p NF WEB-DL DD2 0 x264-HDSWEB,机智医生生活 第9集 | 主演: 郑京浩 曹政奭 [简繁中字],1.12GB,HDSWEB,电视剧分集,2K/1080p,,,,,是,2020-05-08 09:16:11,2000,,,2020-05-11 23:48:03.509819
91842,xyjz118,135765,Win the Wilderness 2020 1080p NF WEB-DL DD2 0 x264-HDSWEB,征服荒野 第一季 全6集 | 纪录片 户外探险 [英简繁字],14.54GB,HDSWEB,纪录片,2K/1080p,,,6,是,是,2020-05-08 10:00:34,12000,,,2020-05-11 23:48:03.509819
91842,xyjz118,135859,Find Me in Your Memory 2020 WEB-DL 1080p H264 AAC-HDSWEB,韩剧 那个男人的记忆法 第27-30集 | 主演:金东旭 文佳煐 [简繁软字幕],1.52GB,HDSWEB,电视剧分集,2K/1080p,4,,,,,2020-05-09 06:07:33,8000,,,2020-05-11 23:48:03.509819
91842,xyjz118,135878, The World of the Married 2020 WEB-DL 1080p H264 AAC-HDSWEB,韩剧 夫妻的世界 第7-13集 | 主演:金喜爱 朴海俊 [简繁软字幕],8.23GB,HDSWEB,电视剧分集,2K/1080p,7,,,,,2020-05-09 09:00:37,14000,,,2020-05-11 23:48:03.509819
91842,xyjz118,135903,The King Eternal Monarch 2020 1080p NF WEB-DL DD2 0 x264-HDSWEB,国王：永远的君主 第7集 | 主演: 李敏镐 金高银 [简繁中字],2.09GB,HDSWEB,电视剧分集,2K/1080p,,,,,是,2020-05-09 12:20:40,2000,,,2020-05-11 23:48:03.509819
91842,xyjz118,135992,The King Eternal Monarch 2020 1080p NF WEB-DL DD2 0 x264-HDSWEB,国王：永远的君主 第8集 | 主演: 李敏镐 金高银 [简繁中字],2.26GB,HDSWEB,电视剧分集,2K/1080p,,,,,是,2020-05-10 06:36:58,2000,,,2020-05-11 23:48:03.509819
91842,xyjz118,135993,The World of the Married 2020 WEB-DL 1080p H264 AAC-HDSWEB,韩剧 夫妻的世界 第14集 | 主演:金喜爱 朴海俊 [简繁软字幕],1.21GB,HDSWEB,电视剧分集,2K/1080p,,,,,,2020-05-10 07:57:10,2000,,,2020-05-11 23:48:03.509819
91842,xyjz118,135995,J-Style Trip 2020 NF WEB-DL 1080p DDP2.0x264-HDSWEB,周游记 第8期 | 主演: 周杰伦 [简繁中字],1.46GB,HDSWEB,综艺,2K/1080p,,,,,是,2020-05-10 08:44:54,2000,,,2020-05-11 23:48:03.509819
91842,xyjz118,136081,Once Upon a Bite 2020 WEB-DL 4K H265 AAC-HDSWEB,风味人间 第二季 第3集 | 导演：陈晓卿 [简繁软字幕],1.46GB,HDSWEB,纪录片,4k/2160p,,,,,,2020-05-10 23:05:00,2000,,,2020-05-11 23:48:03.509819
91842,xyjz118,136102,2020 CHUANG 2020 WEB-DL 4k H265 AAC-HDSWEB,创造营 2020 第02期 （上下两部） | 主演: 黄子韬 鹿晗 毛不易 宋茜 大张伟 [无标无字幕],7.33GB,HDSWEB,综艺,4k/2160p,2,,,,,2020-05-11 04:48:37,4000,,,2020-05-11 23:48:03.509819
91842,xyjz118,136140,Healer 2014 WEB-DL 1080p H265 AAC-HDSWEB,韩剧 治愈者 全20集 | 主演:池昌旭 朴敏英 [简体软字幕] ,27.38GB,HDSWEB合集专用,剧集（合集）,2K/1080p,,,20,,,2020-05-11 12:03:47,20000,,,2020-05-11 23:48:03.509819
91842,xyjz118,,,,,,,,,,,,,,,,246000,
